##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCA_965138985.1	PRJEB85433	SAMEA117660520	CBCSGE000000000.1	na	998845	998845	Flavobacterium jumunjinense	strain=type strain: CIP110815	CIP110815T	latest	Scaffold	Major	Full	2025-02-13	CIP110815T	Collection de l'Institut Pasteur	GCF_965138985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/985/GCA_965138985.1_CIP110815T	na	na	na	haploid	bacteria	4572647	4572430	30.500000	0	84	84	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4259	4163	94	na
GCA_910573815.1	PRJEB44986	SAMEA8751438	CAJTBP000000000.1	na	999931	999931	Barrientosiimonas humi	strain=type strain: 39	39T	latest	Contig	Major	Full	2021-07-07	Bh_39T	UNIVERSITI PUTRA MALAYSIA	GCF_910573815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/573/815/GCA_910573815.1_Bh_39T	na	assembly from type material	na	haploid	bacteria	3622728	3622728	72.500000	0	2	2	UNIVERSITI PUTRA MALAYSIA	Annotation submitted by UNIVERSITI PUTRA MALAYSIA	2021-07-07	3381	3318	58	na
GCA_000321005.2	PRJEA70539	SAMEA2272803	CAEK00000000.1	reference genome	1033733	1288120	Anaerococcus senegalensis JC48	strain=type strain: JC17	na	latest	Scaffold	Major	Full	2012-12-06	ASM32100v2	laboratoire URMITE CNRS 6236	GCF_000321005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/005/GCA_000321005.2_ASM32100v2	na	na	na	haploid	bacteria	1795828	1780308	28.500000	0	21	39	na	na		0	0	0	na
GCA_000285575.1	PRJEA70833	SAMEA2272503	CAEV00000000.1	na	1033737	1465809	Clostridium senegalense JC122	strain=type strain: JC122	na	latest	Scaffold	Major	Full	2012-07-19	ASM28557v1	laboratoire URMITE CNRS 6236	GCF_000285575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/575/GCA_000285575.1_ASM28557v1	na	assembly from type material	na	haploid	bacteria	3925888	3871245	27.000000	0	83	191	na	na		0	0	0	na
GCA_000307285.2	PRJEA70549	SAMEA2272405	CAEP00000000.1	na	1033738	1033738	Kurthia sp. Dielmo	strain=type strain: Dielmo	na	latest	Scaffold	Major	Full	2013-05-01	ASM30728v2	laboratoire URMITE CNRS 6236	GCF_000307285.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/285/GCA_000307285.2_ASM30728v2	na	na	na	haploid	bacteria	4154514	4094738	39.000000	0	109	260	na	na		0	0	0	na
GCA_000285595.1	PRJEA70835	SAMEA2272665	CAEW00000000.1	reference genome	1033740	1033740	Kurthia senegalensis	strain=type strain: JC8E	na	latest	Scaffold	Major	Full	2012-07-19	ASM28559v1	laboratoire URMITE CNRS 6236	GCF_000285595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/595/GCA_000285595.1_ASM28559v1	na	assembly from type material	na	haploid	bacteria	2986769	2976740	38.000000	0	43	73	na	na		0	0	0	na
GCA_000285515.1	PRJEA70825	SAMEA2271960	CAES00000000.1	reference genome	1033743	1465766	Paenibacillus senegalensis JC66	strain=type strain: JC66	na	latest	Scaffold	Major	Full	2012-07-19	ASM28551v1	laboratoire URMITE CNRS 6236	GCF_000285515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/515/GCA_000285515.1_ASM28551v1	na	assembly from type material	na	haploid	bacteria	5614755	5494973	48.000000	0	96	197	na	na		0	0	0	na
GCA_000321025.1	PRJEA70541	SAMEA2272315	CAEL00000000.1	reference genome	1033744	1465757	Peptoniphilus senegalensis JC140	strain=type strain: JC140	na	latest	Scaffold	Major	Full	2012-12-06	ASM32102v1	laboratoire URMITE CNRS 6236	GCF_000321025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/025/GCA_000321025.1_ASM32102v1	na	assembly from type material	na	haploid	bacteria	1851340	1816348	32.000000	0	29	64	na	na		0	0	0	na
GCA_000236865.1	PRJEA70543	SAMEA2272806	CAEM00000000.1	reference genome	1034345	1473216	Senegalimassilia anaerobia JC110	strain=type strain: JC110	na	latest	Scaffold	Major	Full	2011-11-30	ASM23686v1	laboratoire URMITE CNRS 6236	GCF_000236865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/865/GCA_000236865.1_ASM23686v1	na	assembly from type material	na	haploid	bacteria	2398022	2354438	62.000000	0	30	84	na	na		0	0	0	na
GCA_965138975.1	PRJEB85433	SAMEA117660518	CBCSEI000000000.1	na	1054034	1054034	Arcobacter cloacae	strain=type strain: CIP110784	CIP110784T	latest	Scaffold	Major	Full	2025-02-13	CIP110784T	Collection de l'Institut Pasteur	GCF_965138975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/975/GCA_965138975.1_CIP110784T	na	na	na	haploid	bacteria	2742900	2742656	27.000000	0	56	56	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	2795	2742	53	na
GCA_900322255.1	PRJEB25538	SAMEA104693940	ONZB00000000.1	na	1056810	1056810	Prolinoborus fasciculus	strain=type strain: CIP 103579	na	latest	Contig	Major	Full	2018-05-16	CIP103579T	JLU	GCF_900322255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/322/255/GCA_900322255.1_CIP103579T	unverified source organism; not used as type	na	na	haploid	bacteria	3450331	3450331	43.000000	0	314	314	JLU	Annotation submitted by JLU	2018-05-16	3454	3357	97	na
GCA_000321045.2	PRJEA70551	SAMEA2272705	CAEO00000000.1	reference genome	1095768	1485952	Phytobacter massiliensis JC163	strain=type strain: JC163	na	latest	Scaffold	Major	Full	2012-12-06	ASM32104v2	Laboratoire URMITE CNRS 6236	GCF_000321045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/045/GCA_000321045.2_ASM32104v2	na	assembly from type material	na	haploid	bacteria	5003540	4922247	55.500000	0	77	236	na	na		0	0	0	na
GCA_000355695.1	PRJEA74519	SAMEA2271949	na	reference genome	1097677	31963	Clavibacter nebraskensis NCPPB 2581	strain=type strain: NCPPB 2581	na	latest	Complete Genome	Major	Full	2013-04-01	ASM35569v1	Department of Microbiology, University of Bielefeld	GCF_000355695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/355/695/GCA_000355695.1_ASM35569v1	na	assembly from type material	na	haploid	bacteria	3063596	3063596	73.000000	1	1	1	Department of Microbiology, University of Bielefeld	Annotation submitted by Department of Microbiology, University of Bielefeld	2015-03-01	2936	2817	46	na
GCA_965136785.1	PRJEB85433	SAMEA117660569	CBCRWW000000000.1	na	1117645	1117645	Elizabethkingia anophelis	strain=type strain: CIP111203	CIP111203T	latest	Scaffold	Major	Full	2025-02-12	CIP111203T	Collection de l'Institut Pasteur	GCF_965136785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/785/GCA_965136785.1_CIP111203T	na	na	na	haploid	bacteria	4030661	4030451	35.500000	0	48	48	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	3795	3734	53	na
GCA_965138025.1	PRJEB85433	SAMEA117660537	CBCRZY000000000.1	na	1162717	1162717	Pseudostreptobacillus hongkongensis	strain=type strain: CIP110982	CIP110982T	latest	Scaffold	Major	Full	2025-02-12	CIP110982T	Collection de l'Institut Pasteur	GCF_965138025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/025/GCA_965138025.1_CIP110982T	na	na	na	haploid	bacteria	1444754	1444578	26.000000	0	92	92	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	1437	1392	43	na
GCA_965139925.1	PRJEB85433	SAMEA117660511	CBCSKY000000000.1	na	1174501	1174501	Paenibacillus typhae	strain=type strain: CIP110618	CIP110618T	latest	Scaffold	Major	Full	2025-02-13	CIP110618T	Collection de l'Institut Pasteur	GCF_965139925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/925/GCA_965139925.1_CIP110618T	na	na	na	haploid	bacteria	6697731	6697562	51.500000	0	127	127	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-13	5940	5841	96	na
GCA_000328705.1	PRJEB28	SAMEA2272236	na	reference genome	1179773	103731	Saccharothrix espanaensis DSM 44229	strain=type strain: DSM 44229	na	latest	Complete Genome	Major	Full	2012-10-02	ASM32870v1	CeBiTec, Technology Platform Genomics	GCF_000328705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/705/GCA_000328705.1_ASM32870v1	na	assembly from type material	na	haploid	bacteria	9360653	9360653	72.000000	1	1	1	CeBiTec, Technology Platform Genomics	Annotation submitted by CeBiTec, Technology Platform Genomics	2015-03-01	8497	8427	68	22958348
GCA_965135695.1	PRJEB85433	SAMEA117660324	CBCRVM000000000.1	na	1185650	36809	Mycobacteroides abscessus subsp. abscessus	strain=type strain: CIP104536	CIP104536T	latest	Scaffold	Major	Full	2025-02-12	CIP104536T	Collection de l'Institut Pasteur	GCF_965135695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/135/695/GCA_965135695.1_CIP104536T	na	assembly from type material	na	haploid	bacteria	5087004	5086992	64.000000	0	44	44	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	5072	4995	72	na
GCA_000577895.1	PRJEB4995	SAMEA3138942	na	reference genome	1216932	1216932	Clostridium bornimense	strain=type strain: M2/40	na	latest	Complete Genome	Major	Full	2014-02-11	M2/40	CEBITEC	GCF_000577895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/577/895/GCA_000577895.1_M2_40	na	assembly from type material	na	haploid	bacteria	3617025	3617025	29.500000	2	2	2	CEBITEC	Annotation submitted by CEBITEC	2016-02-04	3373	3292	81	na
GCA_000319205.1	PRJEB367	SAMEA2272416	na	na	1216962	35817	Helicobacter heilmannii ASB1.4	strain=type strain:ASB1.4	na	latest	Chromosome	Major	Full	2012-10-15	ASM31920v1	ansmet	GCF_000319205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/205/GCA_000319205.1_ASM31920v1	na	na	na	haploid	bacteria	1804601	1788851	48.000000	1	1	1	ansmet	Annotation submitted by ansmet	2016-02-04	1983	1915	50	na
GCA_000367625.2	PRJEB604	SAMEA2271944	CAPB00000000.1	na	1219359	552	Erwinia amylovora NBRC 12687 = CFBP 1232	strain=type strain: CFBP 1232	na	latest	Contig	Major	Full	2013-04-12	ASM36762v2	CeBiTec	GCF_000367625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/625/GCA_000367625.2_ASM36762v2	na	assembly from type material	na	haploid	bacteria	3795525	3795525	53.500000	1	43	43	CeBiTec	Annotation submitted by CeBiTec	2016-07-26	3860	3762	66	na
GCA_965138995.1	PRJEB85433	SAMEA117660519	CBCSEX000000000.1	na	1230998	1230998	Corynebacterium frankenforstense	strain=type strain: CIP110785	CIP110785T	latest	Scaffold	Major	Full	2025-02-13	CIP110785T	Collection de l'Institut Pasteur	GCF_965138995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/995/GCA_965138995.1_CIP110785T	na	na	na	haploid	bacteria	2579829	2579701	71.500000	0	97	97	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	2248	2184	62	na
GCA_965139935.1	PRJEB85433	SAMEA117660517	CBCSIY000000000.1	na	1278212	1278212	Arcobacter suis	strain=type strain: CIP110783	CIP110783T	latest	Scaffold	Major	Full	2025-02-13	CIP110783T	Collection de l'Institut Pasteur	GCF_965139935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/935/GCA_965139935.1_CIP110783T	na	na	na	haploid	bacteria	2585793	2585678	27.000000	0	48	48	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	2610	2554	55	na
GCA_965139945.1	PRJEB85433	SAMEA117660516	CBCSKZ000000000.1	na	1287736	1287736	Achromobacter aegrifaciens	strain=type strain: CIP110713	CIP110713T	latest	Scaffold	Major	Full	2025-02-13	CIP110713T	Collection de l'Institut Pasteur	GCF_965139945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/945/GCA_965139945.1_CIP110713T	na	na	na	haploid	bacteria	6473971	6473771	66.000000	0	91	91	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-13	5991	5920	70	na
GCA_001244635.1	PRJEB2879	SAMEA1486427	CWJL00000000.1	na	1288385	1288385	Yersinia pekkanenii	strain=type strain: CIP110230	na	latest	Scaffold	Major	Full	2015-07-25	8016_2#92	SC	GCF_001244635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/244/635/GCA_001244635.1_8016_2_92	na	na	na	haploid	bacteria	5090979	5090608	47.500000	0	250	250	SC	Annotation submitted by SC	2015-07-25	4862	4784	78	na
GCA_000350165.1	PRJEB1427	SAMEA2272400	CAUI00000000.1	reference genome	1293054	43595	Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643	strain=type strain:DSM 6643	na	latest	Contig	Major	Full	2013-03-13	ASM35016v1	TUT	GCF_000350165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/165/GCA_000350165.1_ASM35016v1	na	assembly from type material	na	haploid	bacteria	2873865	2873865	32.500000	0	24	24	TUT	Annotation submitted by TUT	2013-07-01	2736	2664	72	23640197
GCA_000312645.1	PRJEB174	SAMEA2272084	CAMA00000000.1	na	1293597	420645	Lactobacillus equicursoris DSM 19284 = JCM 14600 = CIP 110162	strain=type strain:CIP 110162	na	latest	Contig	Major	Full	2012-10-02	ASM31264v1	Sycou	GCF_000312645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/645/GCA_000312645.1_ASM31264v1	na	assembly from type material	na	haploid	bacteria	2154766	2154766	48.000000	0	232	232	Sycou	Annotation submitted by Sycou	2012-10-02	1938	1935	3	na
GCA_965139955.1	PRJEB85433	SAMEA117660515	CBCSLB000000000.1	na	1294268	1294268	Paenibacillus endophyticus	strain=type strain: CIP110709	CIP110709T	latest	Scaffold	Major	Full	2025-02-13	CIP110709T	Collection de l'Institut Pasteur	GCF_965139955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/955/GCA_965139955.1_CIP110709T	na	na	na	haploid	bacteria	7275689	7275330	48.000000	0	73	73	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-13	6322	6229	93	na
GCA_965137575.1	PRJEB85433	SAMEA117660636	CBCRZJ000000000.1	reference genome	1299340	1299340	Flavobacterium longum	strain=type strain: CIP111716	CIP111716T	latest	Scaffold	Major	Full	2025-02-12	CIP111716T	Collection de l'Institut Pasteur	GCF_965137575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/575/GCA_965137575.1_CIP111716T	na	na	na	haploid	bacteria	3259519	3259151	49.000000	0	15	15	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2928	2814	112	na
GCA_965138035.1	PRJEB85433	SAMEA117660538	CBCSAE000000000.1	na	1315211	1315211	Arcobacter aquimarinus	strain=type strain: CIP110984	CIP110984T	latest	Scaffold	Major	Full	2025-02-12	CIP110984T	Collection de l'Institut Pasteur	GCF_965138035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/035/GCA_965138035.1_CIP110984T	na	na	na	haploid	bacteria	2482185	2480755	26.500000	0	22	22	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2542	2488	53	na
GCA_000341895.1	PRJEB26	SAMEA2272703	na	reference genome	1322246	879567	Pseudodesulfovibrio piezophilus C1TLV30	strain=type strain: C1TLV30	na	latest	Chromosome	Major	Full	2013-02-19	ASM34189v1	Genoscope CEA	GCF_000341895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/895/GCA_000341895.1_ASM34189v1	na	assembly from type material	na	haploid	bacteria	3646098	3644098	50.000000	1	1	1	Genoscope CEA	Annotation submitted by Genoscope CEA	2015-03-01	3431	3354	77	23383081
GCA_965136545.1	PRJEB85433	SAMEA117660507	CBCRWN000000000.1	na	1323361	1323361	Prescottella defluvii	strain=type strain: CIP110596	CIP110596T	latest	Scaffold	Major	Full	2025-02-12	CIP110596T	Collection de l'Institut Pasteur	GCF_965136545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/545/GCA_965136545.1_CIP110596T	na	na	na	haploid	bacteria	5155318	5155128	68.500000	0	81	81	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	4793	4725	64	na
GCA_965139675.1	PRJEB85433	SAMEA117660587	CBCSJN000000000.1	na	1331258	1331258	Bordetella pseudohinzii	strain=type strain: CIP111487	CIP111487T	latest	Scaffold	Major	Full	2025-02-13	CIP111487T	Collection de l'Institut Pasteur	GCF_965139675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/675/GCA_965139675.1_CIP111487T	na	na	na	haploid	bacteria	4537840	4537813	66.500000	0	49	49	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4245	4179	65	na
GCA_000455325.1	PRJEB4006	SAMEA2272699	CBMO000000000.1	na	1341646	98668	Mycolicibacterium septicum DSM 44393	strain=type strain: DSM 44393	na	latest	Scaffold	Major	Full	2013-08-20	Mycobacterium_septicum_DSM44393T	ebi	GCF_000455325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/325/GCA_000455325.1_Mycobacterium_septicum_DSM44393T	na	assembly from type material	na	haploid	bacteria	6908835	6872299	66.500000	0	7	165	na	na		0	0	0	na
GCA_000723205.1	PRJEB3965	SAMEA3139019	na	reference genome	1347342	320324	Formosa agariphila KMM 3901	strain=type strain: KMM 3901	na	latest	Chromosome	Major	Full	2013-09-03	FAGA1	MPI BREMEN	GCF_000723205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/205/GCA_000723205.1_FAGA1	na	assembly from type material	na	haploid	bacteria	4228350	4204856	33.500000	1	1	1	MPI BREMEN	Annotation submitted by MPI BREMEN	2015-06-23	3570	3570	0	23995932
GCA_900166965.1	PRJEB19053	SAMEA93355168	FUZI00000000.1	na	1378299	1378299	Photobacterium piscicola	strain=type strain: NCCB 100098	na	latest	Scaffold	Major	Full	2017-03-17	P.piscicola_NCCB100098T_SPAdes_Prokka_EMBL	UVEG	GCF_900166965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/166/965/GCA_900166965.1_P.piscicola_NCCB100098T_SPAdes_Prokka_EMBL	na	assembly from type material	na	haploid	bacteria	4525300	4524311	39.000000	0	65	65	UVEG	Annotation submitted by UVEG	2017-03-17	4161	3960	201	na
GCA_923081025.1	PRJEB49362	SAMEA11105425	CAKLPZ000000000.1	reference genome	1383882	1383882	Neolewinella maritima	strain=CECT 8419, type strain	HME9321	latest	Contig	Major	Full	2022-02-13	Lewinella_maritima_CECT_8419_Spades_Prokka	University of Valencia, Spain	GCF_923081025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/081/025/GCA_923081025.1_Lewinella_maritima_CECT_8419_Spades_Prokka	na	assembly from type material	na	haploid	bacteria	4244706	4244706	60.000000	0	12	12	University of Valencia, Spain	Annotation submitted by University of Valencia, Spain	2022-07-01	3595	3545	50	na
GCA_965137105.1	PRJEB85433	SAMEA117660531	CBCRWS000000000.1	na	1384509	1384509	Streptobacillus felis	strain=type strain: CIP110948	CIP110948T	latest	Scaffold	Major	Full	2025-02-12	CIP110948T	Collection de l'Institut Pasteur	GCF_965137105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/105/GCA_965137105.1_CIP110948T	na	na	na	haploid	bacteria	1503671	1503203	26.500000	0	124	124	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	1455	1404	48	na
GCA_965137125.1	PRJEB85433	SAMEA117660539	CBCRWB000000000.1	na	1406906	1406906	Leuconostoc rapi	strain=type strain: CIP110986	CIP110986T	latest	Contig	Major	Full	2025-02-12	CIP110986T	Collection de l'Institut Pasteur	GCF_965137125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/125/GCA_965137125.1_CIP110986T	na	na	na	haploid	bacteria	1923810	1923810	38.000000	0	23	23	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	1969	1904	63	na
GCA_965137885.1	PRJEB85433	SAMEA117660567	CBCSCA000000000.1	reference genome	1416810	1416810	Bordetella sputigena	strain=type strain: CIP111201	CIP111201T	latest	Scaffold	Major	Full	2025-02-13	CIP111201T	Collection de l'Institut Pasteur	GCF_965137885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/885/GCA_965137885.1_CIP111201T	na	na	na	haploid	bacteria	6092032	6090810	66.000000	0	40	40	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	5400	5343	54	na
GCA_000296855.1	PRJEB102	SAMEA2272557	CAKC00000000.1	na	1423751	1203069	Lactobacillus gigeriorum DSM 23908 = CRBIP 24.85	strain=type strain: CRBIP 24.85	na	latest	Contig	Major	Full	2012-07-09	ASM29685v1	Sycou	GCF_000296855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/855/GCA_000296855.1_ASM29685v1	na	assembly from type material	na	haploid	bacteria	1927182	1927182	37.000000	0	96	96	Sycou	Annotation submitted by Sycou	2015-04-03	1895	1892	3	na
GCA_000296835.1	PRJEB105	SAMEA2272002	CAKE00000000.1	reference genome	1423758	1203033	Lactobacillus hominis DSM 23910 = CRBIP 24.179	strain=type strain:CRBIP 24.179	na	latest	Contig	Major	Full	2012-07-09	ASM29683v1	Sycou	GCF_000296835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/835/GCA_000296835.1_ASM29683v1	na	assembly from type material	na	haploid	bacteria	1928135	1928135	35.000000	0	36	36	Sycou	Annotation submitted by Sycou	2012-07-09	1895	1891	4	na
GCA_000297025.1	PRJEB103	SAMEA2272206	CAKD00000000.1	reference genome	1423790	872327	Lactobacillus pasteurii DSM 23907 = CRBIP 24.76	strain=type strain:CRBIP 24.76	na	latest	Contig	Major	Full	2012-07-09	ASM29702v1	Sycou	GCF_000297025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/025/GCA_000297025.1_ASM29702v1	na	assembly from type material	na	haploid	bacteria	1905398	1905398	38.500000	0	30	30	Sycou	Annotation submitted by Sycou	2012-07-09	1856	1845	11	na
GCA_965138855.1	PRJEB85433	SAMEA117660479	CBCSGG000000000.1	na	1443279	28171	Vibrio aestuarianus subsp. francensis	strain=type strain: CIP109791	CIP109791T	latest	Scaffold	Major	Full	2025-02-13	CIP109791T	Collection de l'Institut Pasteur	GCF_965138855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/855/GCA_965138855.1_CIP109791T	na	assembly from type material	na	haploid	bacteria	4006709	4006432	43.000000	0	181	181	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3767	3647	108	na
GCA_965137145.1	PRJEB85433	SAMEA117660541	CBCSAA000000000.1	na	1450204	1450204	Paenibacillus lupini	strain=type strain: CIP110988	CIP110988T	latest	Scaffold	Major	Full	2025-02-12	CIP110988T	Collection de l'Institut Pasteur	GCF_965137145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/145/GCA_965137145.1_CIP110988T	na	na	na	haploid	bacteria	6646890	6646617	47.000000	0	82	82	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	6089	5986	98	na
GCA_965136965.1	PRJEB85433	SAMEA117660533	CBCRXD000000000.1	na	1457217	1457217	Lactiplantibacillus plajomi	strain=type strain: CIP110952	CIP110952T	latest	Scaffold	Major	Full	2025-02-12	CIP110952T	Collection de l'Institut Pasteur	GCF_965136965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/965/GCA_965136965.1_CIP110952T	na	na	na	haploid	bacteria	2739761	2739653	49.000000	0	78	78	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2688	2607	75	na
GCA_965136975.1	PRJEB85433	SAMEA117660534	CBCRXA000000000.1	na	1465502	1465502	Sporolactobacillus spathodeae	strain=type strain: CIP110954	CIP110954T	latest	Scaffold	Major	Full	2025-02-12	CIP110954T	Collection de l'Institut Pasteur	GCF_965136975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/975/GCA_965136975.1_CIP110954T	na	na	na	haploid	bacteria	2879854	2879494	45.000000	0	53	53	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2679	2602	77	na
GCA_900231165.1	PRJEB22691	SAMEA104312995	na	reference genome	1482074	1482074	Hartmannibacter diazotrophicus	strain=type strain: E19	na	latest	Complete Genome	Major	Full	2017-10-25	HDIA1	JLU	GCF_900231165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/231/165/GCA_900231165.1_HDIA1	na	assembly from type material	na	haploid	bacteria	5449775	5449775	64.000000	2	2	2	JLU	Annotation submitted by JLU	2017-10-25	5037	4981	56	na
GCA_965136955.1	PRJEB85433	SAMEA117660530	CBCRWQ000000000.1	na	1494461	1494461	Lactococcus laudensis	strain=type strain: CIP110947	CIP110947T	latest	Scaffold	Major	Full	2025-02-12	CIP110947T	Collection de l'Institut Pasteur	GCF_965136955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/955/GCA_965136955.1_CIP110947T	na	na	na	haploid	bacteria	2236770	2236679	39.000000	0	77	77	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2252	2171	64	na
GCA_965136945.1	PRJEB85433	SAMEA117660529	CBCRWP000000000.1	na	1494462	1494462	Lactococcus hircilactis	strain=type strain: CIP110946	CIP110946T	latest	Scaffold	Major	Full	2025-02-12	CIP110946T	Collection de l'Institut Pasteur	GCF_965136945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/945/GCA_965136945.1_CIP110946T	na	na	na	haploid	bacteria	2553310	2553189	37.500000	0	66	66	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2562	2490	67	na
